Postcode-4;Totaal;Man;Vrouw;tot 15 jaar;15 tot 25 jaar;25 tot 45 jaar;45 tot 65 jaar;65 jaar en ouder;"Nederlandse achtergond";"Westerse migratie achtergrond";"Niet-westerse migratie achtergrond"
7957;2995;1485;1510;410;355;500;915;815;90;0;0
7958;2465;1255;1215;335;275;460;850;545;90;0;0
7961;3965;1980;1980;650;505;750;1225;830;100;0;0
7963;3670;1830;1840;440;390;580;1140;1120;90;0;0
7964;345;175;170;35;30;60;140;80;100;0;-99997
7965;120;65;55;10;15;25;50;20;100;-99997;-99997
7966;75;40;35;5;10;15;25;20;90;-99997;-99997
7971;3645;1800;1845;425;370;550;1100;1200;90;0;0
7973;740;370;370;105;80;135;250;165;100;0;0
7974;195;105;90;25;20;40;80;30;90;10;0
7975;1440;710;730;205;165;245;470;355;90;0;0
7981;2495;1180;1310;315;200;380;755;840;90;0;0
7983;645;330;320;95;85;120;220;125;90;0;-99997
7984;175;90;85;15;25;30;70;35;90;0;10
7985;40;25;20;-99997;10;5;15;10;90;-99997;-99997
7986;260;130;130;25;30;35;95;75;90;10;-99997
7991;4115;2015;2100;560;445;705;1365;1045;90;0;0
8011;8100;4030;4065;645;1535;3135;1610;1175;80;10;10
8012;7045;3360;3685;1100;1395;2400;1500;650;90;10;10
8013;2570;1255;1315;375;285;895;690;330;80;10;10
8014;12575;6215;6360;2185;1420;3105;3720;2145;90;10;10
8015;3095;1550;1545;505;420;570;1110;490;90;0;0
8016;7870;3860;4005;1295;920;1705;2720;1230;90;10;10
8017;7005;3495;3515;1060;895;1515;2215;1320;90;10;10
8019;2515;1270;1245;530;410;580;630;365;90;10;0
8021;5620;2775;2845;520;1110;1980;1115;895;80;10;20
8022;4905;2450;2455;770;540;2080;935;585;80;10;20
8023;5760;2765;2990;965;590;1845;1360;995;90;10;10
8024;4035;1925;2110;635;430;740;1060;1175;90;0;0
8025;830;430;400;90;125;185;210;220;90;10;10
8026;965;505;465;145;140;190;300;185;90;0;0
8028;250;135;115;50;40;55;80;30;100;0;-99997
8031;9975;4985;4990;1720;1270;3260;2175;1550;60;10;30
8032;9965;4715;5250;1600;980;2150;2530;2705;80;10;10
8033;3370;1600;1770;600;295;700;925;850;80;10;10
8034;740;370;365;95;95;90;235;220;90;10;0
8035;280;155;130;30;35;55;105;55;90;0;10
8041;375;195;180;60;45;80;115;80;90;10;0
8042;5380;2660;2725;1020;660;1225;1500;980;90;0;0
8043;23295;11615;11680;5860;2650;6840;5725;2225;80;10;10
8044;2280;1160;1125;800;200;940;325;15;80;10;20
8045;25;15;10;-99997;-99997;-99997;15;-99997;100;-99997;-99997
8051;10180;5045;5135;1650;1175;2020;2855;2480;90;0;0
8052;2030;1015;1015;440;270;505;575;235;90;0;0
8055;630;325;305;90;115;100;245;80;100;0;-99997
8061;7330;3720;3610;1355;930;1740;1925;1385;90;0;0
8064;4835;2445;2390;790;590;1055;1370;1030;90;10;0
8066;565;290;275;90;75;135;165;100;100;0;-99997
8071;12475;6140;6335;2065;1445;2825;3290;2855;90;0;0
8072;7890;3885;4005;1555;1005;1770;2050;1505;90;0;10
8075;4665;2360;2300;1050;740;960;1135;775;100;0;0
8076;710;360;350;65;65;125;285;170;90;0;0
8077;2100;1055;1045;345;270;450;635;400;90;0;0
8079;260;135;125;70;25;65;75;20;100;-99997;-99997
8081;11850;5860;5990;2090;1495;2660;3285;2320;90;0;0
8082;200;105;95;70;15;80;25;10;90;0;0
8084;6905;3425;3480;1280;750;1640;1755;1480;90;0;0
8085;4200;2165;2040;785;625;840;1195;755;100;0;0
8091;12120;6115;6005;2060;1355;2755;3520;2430;90;0;0
8094;1500;765;735;240;230;325;450;255;90;0;0
8095;1285;665;620;245;170;285;380;210;100;0;0
8096;6280;3120;3160;1170;805;1390;1680;1235;90;0;0
8097;2200;1120;1080;545;260;500;540;355;100;0;0
8101;6230;3005;3220;950;605;1220;1680;1775;90;0;10
8102;7255;3580;3675;1050;745;1555;2040;1865;90;0;10
8103;6335;3220;3110;1255;775;1555;1910;840;90;0;0
8105;2235;1155;1080;335;320;415;710;450;100;0;0
8106;1480;785;690;225;200;300;475;285;100;0;0
8107;1165;590;570;175;160;230;405;195;100;0;0
8111;3670;1865;1805;520;480;665;1210;790;100;0;0
8112;1155;600;560;160;160;240;365;230;100;0;0
8121;8235;4120;4120;1235;940;1635;2605;1820;90;10;10
8124;1200;630;570;190;140;255;380;230;100;0;0
8131;8135;4150;3980;1255;1015;1600;2490;1770;90;0;0
8141;7120;3565;3555;1020;805;1325;2170;1800;90;0;0
8144;445;235;210;80;50;90;170;50;90;0;0
8146;345;175;170;70;55;45;125;50;100;0;-99997
8147;220;120;100;35;30;45;80;30;90;10;-99997
8148;1355;685;670;200;185;265;405;295;100;0;0
8151;1855;930;925;300;270;320;595;370;100;0;0
8152;2605;1350;1255;430;310;625;755;485;90;0;0
8153;155;75;75;30;20;20;65;15;100;0;-99997
8154;100;50;50;15;20;10;35;20;100;-99997;-99997
8161;6480;3230;3255;870;725;1195;1945;1745;90;10;0
8162;9205;4530;4680;1295;915;1745;2620;2630;90;10;10
8166;3225;1635;1590;505;425;625;1025;645;90;0;0
8167;1605;815;790;270;195;320;490;330;100;0;0
8171;7820;3860;3960;1100;900;1510;2275;2035;90;0;0
8172;4835;2425;2410;790;515;1145;1310;1070;80;10;10
8181;11585;5645;5940;1770;1195;2230;3430;2955;90;0;0
8191;6150;3100;3045;1065;750;1250;1820;1265;90;0;0
8193;190;100;85;20;25;40;70;35;90;-99997;10
8194;665;330;335;95;80;105;240;145;90;0;0
8196;615;315;295;75;75;120;230;110;100;0;0
8198;70;40;25;5;15;5;25;15;100;-99997;-99997
8211;285;145;140;35;40;45;95;70;80;10;10
8212;4550;2270;2280;715;465;990;1225;1150;80;10;10
8218;225;125;95;55;35;50;65;20;90;0;-99997
8219;2925;1510;1410;615;450;645;955;255;80;10;10
8221;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
8222;185;90;90;20;15;15;65;70;80;10;10
8223;4940;2550;2390;995;675;1335;1255;675;50;10;40
8224;7135;3535;3595;1265;805;1795;1705;1570;50;10;40
8225;8100;4110;3990;1390;965;2360;2085;1300;60;10;30
8226;9630;4850;4780;1940;1315;2535;2740;1100;60;10;30
8231;5145;2505;2640;1015;575;1310;1250;1000;70;10;20
8232;7380;3575;3810;1255;730;2090;1685;1625;60;10;20
8233;680;330;350;15;40;145;110;375;80;10;20
8239;190;130;55;25;70;30;50;10;50;10;40
8241;1465;750;715;230;140;225;505;365;80;10;10
8242;6070;3035;3035;940;600;1370;1645;1515;80;10;10
8243;9450;4695;4755;1700;1105;2480;2540;1630;70;10;20
8244;4175;2175;2000;625;470;1035;1445;600;80;10;10
8245;6055;3090;2965;1255;820;1570;1775;635;80;10;20
8251;12715;6310;6405;1905;1825;2940;3310;2735;80;10;20
8252;5825;2935;2885;920;665;1205;1950;1090;90;10;0
8253;9585;4820;4765;1975;1480;2565;2695;870;90;10;10
8254;665;265;395;20;25;75;95;445;90;10;0
8255;6285;3170;3115;1040;785;1340;1985;1140;80;10;10
8256;6460;3315;3145;1095;690;1570;1930;1170;80;10;10
8261;5360;2820;2540;500;850;1755;1395;865;90;10;10
8262;6475;3195;3280;1235;615;1815;1525;1285;80;10;10
8263;695;360;335;145;85;180;210;75;90;0;0
8264;2075;995;1080;295;220;355;615;590;90;0;0
8265;14775;7355;7420;2740;1870;3565;3955;2640;80;10;10
8266;7390;3665;3725;1895;840;2130;1545;975;90;0;0
8267;665;355;310;125;130;125;190;85;100;0;-99997
8271;12495;6175;6320;2575;1790;2885;3140;2105;100;0;0
8274;890;460;430;170;120;195;240;165;100;0;0
8275;670;345;325;145;85;145;195;95;100;0;0
8276;755;380;375;145;115;140;225;130;100;0;0
8277;1030;515;515;200;225;215;280;110;100;0;0
8278;890;455;435;230;120;200;220;115;100;0;0
8281;10320;5240;5080;2440;1615;2520;2295;1450;100;0;0
8291;10;5;5;-99997;-99997;-99997;-99997;-99997;100;-99997;-99997
8293;160;90;65;35;25;30;55;15;100;-99997;-99997
8294;185;110;75;45;25;50;50;20;100;-99997;-99997
8301;2100;955;1145;225;180;435;440;820;80;10;10
8302;10505;5245;5260;1995;1335;2490;3030;1650;90;10;10
8303;9705;4860;4850;1740;1225;2360;2495;1895;80;10;10
8304;3465;1720;1745;600;350;845;900;770;80;10;10
8305;315;175;145;60;55;65;100;35;100;0;-99997
8307;3105;1565;1535;580;375;760;860;535;90;10;0
8308;1925;990;935;350;220;465;600;290;80;10;0
8309;2465;1265;1200;650;360;625;570;255;90;10;0
8311;1475;800;675;285;180;435;395;175;90;10;0
8312;1670;885;785;310;220;425;475;240;90;10;0
8313;1680;870;810;305;220;345;505;305;90;10;0
8314;1430;735;695;275;180;355;415;205;90;10;0
8315;2255;1275;980;455;265;775;545;215;60;10;30
8316;3780;1915;1870;615;470;810;1100;785;90;10;0
8317;1410;705;705;210;150;340;445;260;90;10;0
8319;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
8321;13655;6925;6730;3345;2500;3095;3125;1590;90;0;0
8322;7365;3730;3630;2560;940;2495;930;440;100;0;0
8325;4270;2120;2145;740;465;1025;1110;930;90;10;0
8326;2490;1260;1230;470;365;545;690;420;90;0;0
8331;10370;5100;5270;1370;1185;2240;2810;2765;90;10;10
8332;5945;2945;2995;990;790;1140;1860;1160;90;10;10
8333;800;410;385;200;95;300;135;70;90;0;10
8334;2150;1095;1055;440;195;520;605;390;90;0;0
8335;200;105;95;30;15;45;70;40;100;0;-99997
8336;85;45;45;5;5;15;30;25;90;10;-99997
8337;235;135;100;30;35;45;85;40;90;10;-99997
8338;865;445;425;150;105;185;275;155;100;0;-99997
8339;170;90;80;35;25;30;55;25;100;0;-99997
8341;1885;975;910;275;215;365;555;480;90;0;0
8342;255;130;125;40;40;45;85;45;100;0;-99997
8343;620;310;310;95;60;125;225;110;90;10;0
8344;305;160;145;40;40;50;120;60;90;0;0
8345;315;165;150;55;40;50;100;70;90;0;-99997
8346;320;170;150;35;30;70;100;85;90;0;10
8347;580;300;280;100;60;130;170;120;100;0;0
8351;785;405;380;130;75;155;260;165;100;0;0
8355;2785;1400;1385;385;295;470;930;700;90;10;0
8356;1385;710;675;205;150;280;395;355;90;10;0
8361;80;50;30;15;10;20;20;15;100;-99997;-99997
8362;15;5;10;-99997;-99997;-99997;5;-99997;100;-99997;-99997
8363;160;80;80;5;15;15;70;55;100;0;-99997
8371;500;265;235;65;75;110;165;90;90;10;-99997
8372;40;25;20;5;5;10;10;15;100;-99997;-99997
8373;325;165;160;55;25;70;115;60;100;0;-99997
8374;935;485;445;155;125;205;275;175;90;0;0
8375;2560;1300;1260;380;285;515;780;605;100;0;0
8376;560;280;280;70;55;95;190;145;90;0;0
8377;220;110;110;10;25;25;100;60;90;10;-99997
8378;415;215;200;60;40;70;150;95;100;0;0
8381;1940;960;980;210;170;290;560;715;90;0;0
8382;295;150;145;30;30;40;100;100;90;10;-99997
8383;550;295;255;80;70;100;180;120;100;0;0
8384;905;425;480;130;75;175;250;275;90;0;0
8385;360;185;175;35;30;55;130;110;100;0;-99997
8386;110;50;60;10;5;10;50;30;90;10;-99997
8387;220;170;50;-99997;25;120;65;10;60;10;30
8388;540;270;270;80;55;95;170;140;90;10;-99997
8389;315;165;150;40;25;50;120;85;90;10;-99997
8391;3565;1755;1815;485;370;675;1110;925;90;0;0
8392;890;470;420;110;95;160;320;205;90;0;0
8393;200;105;100;25;20;35;80;45;90;10;-99997
8394;405;210;195;65;45;75;145;70;90;0;0
8395;1065;545;515;150;105;240;345;230;90;0;0
8396;90;45;45;10;10;20;25;25;90;10;-99997
8397;805;425;380;150;85;175;255;140;90;0;0
8398;490;235;255;85;60;80;175;90;100;0;-99997
8401;7420;3655;3765;1175;720;1640;2040;1845;90;0;0
8403;285;145;145;45;35;45;100;60;100;0;0
8404;1035;540;495;185;140;200;350;155;90;0;0
8405;440;225;215;85;50;100;145;60;100;0;0
8406;1550;790;760;270;180;330;525;250;100;0;0
8407;1020;545;475;160;160;185;355;155;90;0;0
8408;1290;670;620;180;160;240;435;270;90;0;0
8409;755;385;370;105;100;130;285;135;90;10;0
8411;3250;1645;1605;510;345;660;1045;685;100;0;0
8412;825;430;395;135;80;150;290;170;90;0;0
8413;825;415;410;110;80;170;295;165;100;0;-99997
8414;1470;690;780;215;150;280;435;390;100;0;0
8415;425;215;205;45;45;55;190;90;90;0;0
8421;1560;760;800;240;145;300;460;415;90;0;0
8422;270;130;140;35;35;40;95;60;100;0;-99997
8423;1020;540;480;135;115;230;350;185;100;0;-99997
8424;655;335;315;95;55;120;225;160;100;0;0
8425;300;145;155;45;35;45;95;80;100;0;-99997
8426;4735;2440;2290;585;450;940;1485;1275;90;0;0
8427;415;215;200;40;50;70;155;95;90;0;-99997
8428;360;200;160;30;45;55;150;75;100;0;-99997
8431;9600;4740;4865;1515;980;2020;2715;2370;90;10;0
8432;575;305;265;75;80;75;230;115;90;0;0
8433;3245;1600;1645;480;380;655;950;775;90;0;0
8434;840;420;415;140;115;175;275;135;100;0;0
8435;1900;965;935;355;195;390;560;395;100;0;0
8437;260;125;130;25;15;45;85;90;90;10;-99997
8438;150;80;70;15;15;10;60;45;100;0;-99997
8439;65;30;30;5;-99997;10;20;25;90;-99997;-99997
8441;4460;2260;2200;540;510;1040;1175;1195;90;10;10
8442;5560;2665;2895;610;550;1525;1395;1480;80;10;20
8443;2720;1345;1380;410;320;535;700;755;80;10;10
8444;300;125;175;-99997;20;10;45;220;90;10;0
8445;1500;760;745;175;165;150;505;505;90;10;0
8446;7120;3460;3660;1180;830;1615;1935;1560;80;10;10
8447;3240;1680;1560;480;460;770;1030;495;80;10;10
8448;5285;2655;2630;1355;610;1450;1365;505;90;10;10
8449;265;140;125;30;35;35;100;60;90;10;0
8451;1445;710;730;260;170;365;410;235;90;10;10
8452;135;70;65;15;15;25;35;45;90;10;0
8453;1020;525;495;155;125;130;360;250;90;0;0
8454;670;345;325;85;75;100;235;180;100;0;0
8455;600;285;315;75;95;70;245;110;100;0;-99997
8456;1320;670;650;180;200;205;490;250;100;0;0
8457;305;165;140;45;50;45;110;50;100;0;-99997
8458;840;415;425;180;90;170;265;130;90;0;0
8459;415;210;200;85;45;95;115;75;100;0;0
8461;745;380;365;140;90;150;225;140;100;0;0
8462;185;105;80;15;30;25;70;45;100;0;-99997
8463;560;275;285;85;75;95;195;110;100;0;-99997
8464;1265;650;615;225;160;270;385;225;100;0;0
8465;1945;995;950;310;250;370;630;395;90;0;0
8466;50;25;25;10;-99997;15;15;10;90;-99997;-99997
8467;400;215;185;85;35;90;110;80;100;0;-99997
8468;395;195;200;55;55;70;140;75;90;0;-99997
8469;170;90;80;30;20;45;55;20;90;10;10
8471;11215;5475;5740;1625;1165;2405;2970;3050;90;0;10
8472;1800;900;900;400;175;490;425;310;90;0;0
8474;1040;540;500;135;125;200;345;235;100;0;-99997
8475;505;260;245;90;75;90;165;85;100;0;0
8476;320;165;155;55;30;55;105;75;90;0;-99997
8477;145;80;65;20;30;20;50;25;100;-99997;-99997
8478;240;120;125;35;35;35;80;55;100;0;-99997
8479;205;105;100;40;25;35;65;40;100;0;-99997
8481;140;70;70;15;15;15;70;20;90;-99997;-99997
8482;195;100;95;20;20;35;80;40;100;0;-99997
8483;440;220;225;85;55;100;140;65;100;0;0
8484;245;130;120;35;20;45;80;60;90;10;0
8485;455;235;220;85;45;100;140;85;100;0;-99997
8486;230;125;105;40;35;45;65;45;90;10;-99997
8487;140;65;75;15;25;20;60;20;100;0;-99997
8488;190;105;85;25;25;30;70;40;100;0;-99997
8489;35;15;20;5;-99997;10;15;5;90;-99997;-99997
8491;3335;1615;1720;535;360;635;935;870;90;0;0
8493;750;385;365;75;75;120;285;195;90;0;0
8494;1060;535;525;210;180;155;380;135;90;0;0
8495;1545;800;745;305;145;370;425;305;90;0;0
8497;60;40;20;5;15;5;25;10;100;-99997;-99997
8501;9770;4695;5075;1405;1020;2080;2490;2775;90;0;10
8502;3315;1685;1630;555;405;605;1155;590;90;0;0
8503;65;35;30;10;10;20;20;5;90;10;-99997
8505;55;30;25;-99997;10;10;20;15;90;10;-99997
8506;560;300;255;90;95;105;180;85;100;0;0
8507;215;115;100;20;35;45;85;30;90;10;-99997
8508;425;220;205;55;55;90;130;95;90;10;0
8511;240;125;115;25;15;35;95;80;90;0;-99997
8512;210;100;110;15;25;25;75;70;100;0;-99997
8513;340;175;165;60;45;95;85;55;100;0;-99997
8514;75;45;30;15;5;10;30;15;100;-99997;-99997
8515;80;35;45;20;10;10;25;10;100;-99997;-99997
8516;90;45;45;20;15;15;30;10;100;-99997;-99997
8517;800;420;380;145;105;180;235;130;90;0;0
8521;3335;1645;1695;515;420;705;905;795;90;0;0
8522;355;195;160;55;65;65;120;50;100;-99997;-99997
8523;470;240;230;95;45;115;130;85;100;0;-99997
8524;20;10;10;-99997;5;-99997;10;-99997;100;-99997;-99997
8525;1050;535;515;150;145;205;360;190;90;10;0
8526;100;55;45;10;10;15;30;35;90;10;-99997
8527;35;20;15;-99997;10;5;15;5;100;-99997;-99997
8528;50;25;25;10;5;5;15;10;100;-99997;-99997
8529;85;45;35;10;15;15;35;15;100;-99997;-99997
8531;8250;4075;4175;1300;805;1815;2285;2045;90;10;10
8532;2105;1080;1025;375;265;330;755;375;90;10;0
8534;45;20;20;-99997;10;-99997;20;15;100;-99997;-99997
8535;175;90;85;45;20;35;50;25;90;10;-99997
8536;910;490;420;185;110;185;275;155;90;10;0
8537;255;135;120;45;25;60;80;45;90;0;0
8538;660;350;310;115;70;155;240;85;90;0;0
8539;1010;520;490;175;110;225;310;195;100;0;0
8541;110;60;45;15;15;20;30;30;100;-99997;-99997
8542;220;120;100;30;25;40;85;45;90;10;-99997
8551;1405;730;680;225;160;295;435;290;90;10;0
8552;20;10;10;10;-99997;-99997;-99997;-99997;100;-99997;-99997
8553;105;50;55;10;10;5;45;35;90;10;-99997
8554;70;40;35;20;5;20;20;5;100;-99997;-99997
8556;700;385;315;90;75;115;220;200;90;0;0
8561;4070;1985;2085;670;470;795;995;1140;90;0;10
8563;620;315;300;95;60;115;190;160;100;0;-99997
8564;110;55;55;5;15;10;55;25;100;-99997;-99997
8565;405;215;190;75;45;85;110;90;100;0;-99997
8566;540;290;255;85;65;105;160;125;100;0;0
8567;1345;660;680;225;130;270;345;375;90;0;0
8571;480;240;240;70;60;75;155;120;100;0;-99997
8572;170;95;75;20;20;35;65;35;90;10;-99997
8573;115;60;55;15;20;15;35;30;100;-99997;-99997
8574;1050;555;495;185;90;235;275;270;90;0;0
8581;355;190;160;50;35;65;130;70;100;0;-99997
8582;260;130;125;50;25;65;80;40;100;0;-99997
8583;50;25;25;-99997;10;5;25;10;100;-99997;-99997
8584;600;290;305;110;65;110;200;110;90;10;0
8601;3195;1650;1545;325;395;685;965;825;90;10;10
8602;4810;2335;2475;815;600;1295;1325;775;80;10;10
8603;4765;2320;2445;875;505;1115;1320;950;90;10;0
8604;5305;2600;2705;920;620;945;1545;1280;90;10;0
8605;2140;1005;1135;165;165;455;425;935;90;10;0
8606;2765;1370;1395;345;270;610;795;745;90;10;0
8607;5870;3035;2835;1055;770;1390;1730;920;90;10;10
8608;4705;2360;2345;830;640;1105;1245;880;80;10;10
8611;280;145;135;45;30;50;95;60;90;0;0
8612;25;10;15;-99997;10;-99997;10;-99997;90;-99997;-99997
8613;30;15;15;10;-99997;5;-99997;10;100;-99997;-99997
8614;745;405;345;145;95;145;210;155;100;0;0
8615;615;295;320;115;75;125;160;140;100;0;0
8616;80;45;35;10;10;10;30;20;100;-99997;-99997
8617;250;135;120;45;35;40;75;55;90;10;-99997
8618;440;230;205;50;45;70;145;125;90;0;0
8621;2230;1140;1090;350;270;395;680;535;90;0;0
8622;650;350;300;135;90;140;185;100;90;0;0
8623;305;165;140;45;30;65;100;70;100;0;-99997
8624;415;215;200;45;40;65;145;115;90;0;0
8625;1070;550;520;160;110;190;345;260;90;0;0
8626;145;75;70;5;30;15;65;30;100;-99997;-99997
8627;345;175;175;60;45;60;120;60;100;0;-99997
8628;240;120;120;25;35;35;90;50;100;0;-99997
8629;1660;865;795;290;205;335;485;345;90;0;0
8631;45;25;25;10;5;5;15;5;100;-99997;-99997
8632;185;95;90;35;20;30;70;30;100;0;-99997
8633;640;315;330;105;50;110;200;170;90;10;0
8635;415;215;195;75;40;100;130;70;100;0;0
8636;100;50;50;15;15;20;35;20;100;-99997;-99997
8637;285;150;140;65;25;65;75;55;90;0;0
8641;95;55;45;10;10;20;30;30;100;-99997;-99997
8642;65;35;30;15;5;15;15;10;90;-99997;-99997
8644;115;60;55;10;15;20;40;25;100;-99997;-99997
8647;365;200;165;55;40;80;110;80;100;0;0
8651;3010;1510;1500;440;375;545;945;705;90;0;0
8658;75;35;35;25;-99997;20;20;5;100;-99997;-99997
8701;8080;3980;4100;1290;905;1720;2095;2070;90;10;10
8702;2035;1025;1015;375;285;340;725;310;90;0;0
8711;4445;2190;2255;715;440;855;1205;1225;90;0;0
8713;865;440;420;150;80;155;235;240;90;10;0
8715;955;490;465;135;110;180;280;250;90;10;0
8721;780;400;380;125;75;135;265;185;90;10;0
8722;345;170;170;55;45;50;130;60;100;0;-99997
8723;2650;1315;1330;395;250;445;765;795;90;0;0
8724;340;175;165;55;55;65;115;50;100;0;-99997
8731;2320;1140;1180;375;280;495;605;565;90;0;0
8732;240;125;115;35;30;30;90;55;90;0;0
8733;45;20;25;-99997;-99997;10;10;15;100;-99997;-99997
8734;920;480;440;165;105;215;275;165;100;0;0
8735;235;130;110;40;30;50;85;35;100;0;-99997
8736;190;90;100;40;25;45;50;30;100;0;-99997
8737;120;60;60;20;30;15;45;5;90;10;-99997
8741;115;65;50;10;20;20;50;15;90;0;-99997
8742;295;155;135;35;40;55;115;50;100;0;-99997
8743;80;40;40;15;15;15;25;15;100;-99997;-99997
8744;255;130;130;35;50;35;90;45;90;0;-99997
8745;45;25;20;5;-99997;10;15;15;90;-99997;-99997
8746;155;85;75;15;30;20;60;35;90;0;-99997
8747;295;155;140;45;35;50;105;60;90;10;0
8748;1760;885;875;290;150;385;475;455;90;0;0
8749;585;300;280;90;60;115;205;115;90;10;0
8751;170;100;75;20;15;30;70;40;90;10;0
8752;25;15;10;-99997;-99997;-99997;10;15;100;-99997;-99997
8753;80;40;40;10;10;15;35;15;90;10;-99997
8754;3505;1755;1750;530;370;665;1025;915;90;10;0
8755;110;65;50;25;10;20;35;20;100;-99997;-99997
8756;45;20;25;5;-99997;10;15;10;90;-99997;-99997
8757;200;110;90;30;15;30;75;45;100;-99997;-99997
8758;95;50;45;20;15;10;35;20;90;-99997;-99997
8759;455;235;220;75;60;85;135;95;100;0;-99997
8761;225;125;100;35;35;45;70;35;100;0;-99997
8762;85;40;45;20;15;10;30;10;100;-99997;-99997
8763;485;255;230;95;50;105;135;100;100;0;-99997
8764;80;40;40;10;5;15;30;15;100;-99997;-99997
8765;455;235;220;80;80;70;155;70;90;0;-99997
8766;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
8771;990;520;470;180;135;200;290;180;100;0;0
8772;20;10;10;-99997;-99997;-99997;15;-99997;90;-99997;-99997
8773;320;165;155;45;45;55;115;60;100;0;-99997
8774;140;75;65;35;15;15;55;20;100;0;-99997
8775;40;20;20;15;-99997;15;10;5;100;-99997;-99997
8801;6750;3325;3430;845;685;1490;1830;1900;90;10;0
8802;6005;3000;3010;975;765;1160;1850;1255;90;10;0
8804;1080;545;535;170;125;245;320;220;90;0;0
8805;215;110;110;25;20;40;85;50;90;10;-99997
8806;590;300;290;95;75;115;190;120;90;0;0
8807;255;130;130;45;15;55;95;45;90;10;0
8808;370;190;180;55;50;85;120;65;80;10;0
8809;45;30;15;10;5;5;15;5;90;10;-99997
8811;450;235;215;70;55;100;140;80;90;10;0
8812;255;140;115;25;30;55;95;45;90;10;0
8813;140;75;65;25;10;25;45;35;100;-99997;-99997
8814;120;70;50;20;20;30;40;10;100;-99997;-99997
8816;105;55;50;20;10;10;30;35;100;-99997;-99997
8821;555;290;260;70;55;95;200;135;90;10;0
8822;1030;535;495;185;115;250;320;160;90;0;0
8823;335;170;160;40;50;65;115;70;100;0;-99997
8831;1020;530;490;160;115;225;315;205;100;0;0
8832;105;60;45;20;10;15;40;15;100;-99997;-99997
8833;25;10;15;-99997;10;-99997;10;5;100;-99997;-99997
8834;200;105;90;35;20;25;70;45;90;10;-99997
8835;410;215;195;60;45;75;140;85;100;0;0
8841;120;60;60;20;20;25;40;20;100;-99997;-99997
8842;450;230;220;75;65;85;135;95;100;0;-99997
8843;270;135;140;50;35;45;85;55;90;0;-99997
8844;50;30;20;10;-99997;15;10;10;100;-99997;-99997
8845;80;45;40;20;10;15;25;15;100;-99997;-99997
8851;1375;720;655;210;155;310;395;295;90;10;0
8852;70;40;30;10;-99997;20;25;15;90;10;-99997
8853;40;25;20;10;-99997;10;15;5;100;-99997;-99997
8854;550;295;250;85;65;175;150;80;80;20;0
8855;1695;880;815;290;200;400;475;330;90;10;0
8856;135;65;70;15;15;25;45;40;100;-99997;-99997
8857;470;245;230;70;55;85;155;105;90;10;-99997
8861;6450;3245;3200;695;630;1095;1855;2170;90;10;0
8862;8200;4075;4130;1490;1010;1795;2330;1580;90;10;10
8871;10;5;5;-99997;-99997;-99997;-99997;5;100;-99997;-99997
8872;590;310;280;75;65;130;185;135;90;10;0
8881;2570;1380;1195;245;515;530;645;635;90;10;0
8882;20;10;10;-99997;-99997;-99997;5;5;100;-99997;-99997
8883;15;10;5;-99997;-99997;-99997;5;5;100;-99997;-99997
8884;120;60;60;15;15;25;40;25;90;10;-99997
8885;40;20;20;5;5;10;10;10;90;-99997;-99997
8891;1030;500;530;140;100;220;355;210;90;10;0
8892;20;10;10;-99997;-99997;-99997;5;5;90;-99997;-99997
8893;90;35;50;10;10;20;30;20;90;10;-99997
8894;230;125;105;25;30;50;75;55;90;10;0
8895;150;80;70;15;15;20;45;45;100;0;-99997
8896;470;225;245;80;45;90;145;110;90;0;0
8897;140;75;65;25;15;30;45;30;90;10;0
8899;1155;585;570;115;160;280;380;215;80;10;0
8911;5950;3175;2770;170;2120;2135;960;570;70;10;10
8912;125;65;60;15;20;30;30;30;90;10;-99997
8913;3915;1890;2025;670;580;1035;985;640;90;10;0
8914;490;240;250;70;60;90;135;135;90;10;-99997
8915;5160;2530;2630;795;675;1355;1245;1090;80;10;10
8916;3215;1530;1685;450;465;955;770;575;90;10;10
8917;3340;1545;1795;555;685;725;765;615;80;10;10
8918;6130;2810;3320;925;860;1305;1570;1470;60;10;30
8919;805;430;380;115;115;180;250;145;80;10;10
8921;8975;4550;4425;1035;1805;2840;1975;1325;80;10;10
8922;3315;1680;1640;365;735;1035;745;435;80;10;10
8923;3475;1680;1795;595;455;890;805;730;60;10;30
8924;3650;1995;1655;560;575;1360;790;365;60;10;30
8925;5295;2615;2680;710;520;900;1735;1430;90;10;0
8926;5180;2655;2525;915;635;1420;1460;750;80;10;10
8927;835;425;410;235;70;220;270;45;90;10;10
8931;3725;1810;1920;415;525;1070;805;915;80;10;10
8932;7025;3375;3650;890;1020;2140;1860;1115;80;10;10
8933;4090;2065;2025;450;920;1230;880;610;80;10;10
8934;2180;1050;1130;295;295;485;510;600;90;10;10
8935;6750;3205;3540;830;780;1495;1730;1915;80;10;10
8936;765;385;380;165;140;225;160;75;70;10;20
8937;905;460;445;160;100;340;145;155;60;10;30
8938;105;60;40;10;15;20;40;15;90;10;10
8939;5670;2860;2810;1295;755;1200;1805;620;90;10;10
8941;2415;1230;1185;830;160;1005;365;50;90;10;10
